id,name,explanation,code,Date
27,Bellman-Ford,"Imagine you have a map with different cities connected by roads, each road having a certain distance. The Bellman Ford algorithm is like a guide that helps you find the shortest path from one city to all other cities, even if some roads have negative lengths. It s like a GPS for computers, useful for figuring out the quickest way to get from one point to another in a network. In this article, we ll take a closer look at how this algorithm works and why it s so handy in solving everyday problems.","// A Java program for Bellman-Ford's single source shortest
// path algorithm.
import http://java.io/.;
import java.lang.;
import java.util.*;
// A class to represent a connected, directed and weighted
// graph
class Graph {
// A class to represent a weighted edge in graph
class Edge {
int src, dest, weight;
Edge() { src = dest = weight = 0; }
};
int V, E;
Edge edge[];
// Creates a graph with V vertices and E edges
Graph(int v, int e)
{
V = v;
E = e;
edge = new Edge[e];
for (int i = 0; i < e; ++i)
edge[i] = new Edge();
}
// The main function that finds shortest distances from
// src to all other vertices using Bellman-Ford
// algorithm. The function also detects negative weight
// cycle
void BellmanFord(Graph graph, int src)
{
int V = graph.V, E = graph.E;
int dist[] = new int[V];
// Step 1: Initialize distances from src to all
// other vertices as INFINITE
for (int i = 0; i < V; ++i)
dist[i] = Integer.MAX_VALUE;
dist[src] = 0;
// Step 2: Relax all edges |V| - 1 times. A simple
// shortest path from src to any other vertex can
// have at-most |V| - 1 edges
for (int i = 1; i < V; ++i) {
for (int j = 0; j < E; ++j) {
int u = graph.edge[j].src;
int v = graph.edge[j].dest;
int weight = graph.edge[j].weight;
if (dist[u] != Integer.MAX_VALUE
&& dist[u] + weight < dist[v])
dist[v] = dist[u] + weight;
}
}
// Step 3: check for negative-weight cycles. The
// above step guarantees shortest distances if graph
// doesn't contain negative weight cycle. If we get
// a shorter path, then there is a cycle.
for (int j = 0; j < E; ++j) {
int u = graph.edge[j].src;
int v = graph.edge[j].dest;
int weight = graph.edge[j].weight;
if (dist[u] != Integer.MAX_VALUE
&& dist[u] + weight < dist[v]) {
System.out.println(
""Graph contains negative weight cycle"");
return;
}
}
printArr(dist, V);
}
// A utility function used to print the solution
void printArr(int dist[], int V)
{
System.out.println(""Vertex Distance from Source"");
for (int i = 0; i < V; ++i)
System.out.println(i + ""\t\t"" + dist[i]);
}
// Driver's code
public static void main(String[] args)
{
int V = 5; // Number of vertices in graph
int E = 8; // Number of edges in graph
Graph graph = new Graph(V, E);
// add edge 0-1 (or A-B in above figure)
graph.edge[0].src = 0;
graph.edge[0].dest = 1;
graph.edge[0].weight = -1;
// add edge 0-2 (or A-C in above figure)
graph.edge[1].src = 0;
graph.edge[1].dest = 2;
graph.edge[1].weight = 4;
// add edge 1-2 (or B-C in above figure)
graph.edge[2].src = 1;
graph.edge[2].dest = 2;
graph.edge[2].weight = 3;
// add edge 1-3 (or B-D in above figure)
graph.edge[3].src = 1;
graph.edge[3].dest = 3;
graph.edge[3].weight = 2;
// add edge 1-4 (or B-E in above figure)
graph.edge[4].src = 1;
graph.edge[4].dest = 4;
graph.edge[4].weight = 2;
// add edge 3-2 (or D-C in above figure)
graph.edge[5].src = 3;
graph.edge[5].dest = 2;
graph.edge[5].weight = 5;
// add edge 3-1 (or D-B in above figure)
graph.edge[6].src = 3;
graph.edge[6].dest = 1;
graph.edge[6].weight = 1;
// add edge 4-3 (or E-D in above figure)
graph.edge[7].src = 4;
graph.edge[7].dest = 3;
graph.edge[7].weight = -3;
// Function call
graph.BellmanFord(graph, 0);
}
}
// Contributed by Aakash Hasija
",
28,Floyd Warshall,Suppose we have a graph G     with V vertices from 1 to N. Now we have to evaluate a shortestPathMatrix     where shortestPathMatrix i  j  represents the shortest path between vertices i and j. Obviously the shortest path between i to j will have some k number of intermediate nodes. The idea behind floyd warshall algorithm is to treat each and every vertex from 1 to N as an intermediate node one by one.,"// Java program for Floyd Warshall All Pairs Shortest
// Path algorithm.
import http://java.io/.;
import java.lang.;
import java.util.;
class AllPairShortestPath {
final static int INF = 99999, V = 4;
void floydWarshall(int dist[][])
{
int i, j, k;
/ Add all vertices one by one
to the set of intermediate
vertices.
---> Before start of an iteration,
we have shortest
distances between all pairs
of vertices such that
the shortest distances consider
only the vertices in
set {0, 1, 2, .. k-1} as
intermediate vertices.
----> After the end of an iteration,
vertex no. k is added
to the set of intermediate
vertices and the set
becomes {0, 1, 2, .. k} /
for (k = 0; k < V; k++) {
// Pick all vertices as source one by one
for (i = 0; i < V; i++) {
// Pick all vertices as destination for the
// above picked source
for (j = 0; j < V; j++) {
// If vertex k is on the shortest path
// from i to j, then update the value of
// dist[i][j]
if (dist[i][k] + dist[k][j]
< dist[i][j])
dist[i][j]
= dist[i][k] + dist[k][j];
}
}
}
// Print the shortest distance matrix
printSolution(dist);
}
void printSolution(int dist[][])
{
System.out.println(
""The following matrix shows the shortest ""
+ ""distances between every pair of vertices"");
for (int i = 0; i < V; ++i) {
for (int j = 0; j < V; ++j) {
if (dist[i][j] == INF)
System.out.print(""INF "");
else
System.out.print(dist[i][j] + "" "");
}
System.out.println();
}
}
// Driver's code
public static void main(String[] args)
{
/ Let us create the following weighted graph
10
(0)------->(3)
| /|\
5 | |
| | 1
\|/ |
(1)------->(2)
3 */
int graph[][] = { { 0, 5, INF, 10 },
{ INF, 0, 3, INF },
{ INF, INF, 0, 1 },
{ INF, INF, INF, 0 } };
AllPairShortestPath a = new AllPairShortestPath();
// Function call
a.floydWarshall(graph);
}
}
// Contributed by Aakash Hasija",
29,Johnson,"Algorithm   1. Let the given graph be G. Add a new vertex s to the graph, add edges from the new vertex to all vertices of G. Let the modified graph be G . Run the Bellman Ford algorithm on G  with s as the source. Let the distances calculated by Bellman Ford be h 0 , h 1 , .. h V 1 . If we find a negative weight cycle, then return. Note that the negative weight cycle cannot be created by new vertex s as there is no edge to s. All edges are from s. Reweight the edges of the original graph. For each edge  u, v , assign the new weight as  original weight   h u    h v  . Remove the added vertex s and run Dijkstra s algorithm for every vertex.","import java.util.;
public class GFG {
// Number of vertices in the graph
static final int V = 4;
static final int INF = 99999;
// A utility function to find the vertex with minimum
// distance value, from the set of vertices not yet
// included in shortest path tree
static int minDistance(int[] dist, boolean[] sptSet)
{
// Initialize min value
int min = INF, min_index = -1;
for (int v = 0; v < V; v++)
if (!sptSet[v] && dist[v] <= min) {
min = dist[v];
min_index = v;
}
return min_index;
}
// A utility function to print the constructed distance
// array
static void printSolution(int[][] dist)
{
System.out.println(
""Following matrix shows the shortest distances ""
+ ""between every pair of vertices:"");
for (int i = 0; i < V; i++) {
for (int j = 0; j < V; j++) {
if (dist[i][j] == INF)
System.out.printf(""%7s"", ""INF"");
else
System.out.printf(""%7d"", dist[i][j]);
}
System.out.println();
}
}
// Solves the all-pairs shortest path problem using
// Floyd Warshall algorithm
static void floydWarshall(int[][] graph)
{
int[][] dist = new int[V][V];
int i, j, k;
/ Initialize the solution matrix same as input
graph matrix. Or we can say the initial values of
shortest distances are based on shortest paths
considering no intermediate vertex. /
for (i = 0; i < V; i++)
for (j = 0; j < V; j++)
dist[i][j] = graph[i][j];
/ Add all vertices one by one to the set of
intermediate vertices.
---> Before start of a iteration, we have shortest
distances between all pairs of vertices such that
the shortest distances consider only the vertices
in set {0, 1, 2, .. k-1} as intermediate vertices.
----> After the end of a iteration, vertex no. k
is added to the set of intermediate vertices and
the set becomes {0, 1, 2, .. k} /
for (k = 0; k < V; k++) {
// Pick all vertices as source one by one
for (i = 0; i < V; i++) {
// Pick all vertices as destination for the
// above picked source
for (j = 0; j < V; j++) {
// If vertex k is on the shortest path
// from i to j, then update the value of
// dist[i][j]
if (dist[i][k] + dist[k][j]
< dist[i][j])
dist[i][j]
= dist[i][k] + dist[k][j];
}
}
}
// Print the shortest distance matrix
printSolution(dist);
}
// driver program to test above function
public static void main(String[] args)
{
/ Let us create the following weighted graph
10
(0)------->(3)
| /|\
5 | |
| | 1
\|/ |
(1)------->(2)
3 */
int[][] graph = { { 0, 5, INF, 10 },
{ INF, 0, 3, INF },
{ INF, INF, 0, 1 },
{ INF, INF, INF, 0 } };
// Print the solution
floydWarshall(graph);
}
}",
30,Shortest Path in Directed Acyclic Graph,"Following is complete algorithm for finding shortest distances.  1. Initialize dist      INF, INF,  .  and dist s    0 where s is the source vertex. Create a topological order of all vertices. Do following for every vertex u in topological order.    ..Do following for every adjacent vertex v of u       if  dist v    dist u    weight u, v            dist v    dist u    weight u, v ","// Java program to find single source shortest paths in Directed Acyclic Graphs
import http://java.io/.;
import java.util.;
class ShortestPath
{
static final int INF=Integer.MAX_VALUE;
class AdjListNode
{
private int v;
private int weight;
AdjListNode(int _v, int _w) { v = _v; weight = _w; }
int getV() { return v; }
int getWeight() { return weight; }
}
// Class to represent graph as an adjacency list of
// nodes of type AdjListNode
class Graph
{
private int V;
private LinkedList<AdjListNode>adj[];
Graph(int v)
{
V=v;
adj = new LinkedList[V];
for (int i=0; i<v; ++i)
adj[i] = new LinkedList<AdjListNode>();
}
void addEdge(int u, int v, int weight)
{
AdjListNode node = new AdjListNode(v,weight);
adj[u].add(node);// Add v to u's list
}
// A recursive function used by shortestPath.
// See below link for details
void topologicalSortUtil(int v, Boolean visited[], Stack stack)
{
// Mark the current node as visited.
visited[v] = true;
Integer i;
// Recur for all the vertices adjacent to this vertex
Iterator<AdjListNode> it = adj[v].iterator();
while (it.hasNext())
{
AdjListNode node =it.next();
if (!visited[node.getV()])
topologicalSortUtil(node.getV(), visited, stack);
}
// Push current vertex to stack which stores result
stack.push(new Integer(v));
}
// The function to find shortest paths from given vertex. It
// uses recursive topologicalSortUtil() to get topological
// sorting of given graph.
void shortestPath(int s)
{
Stack stack = new Stack();
int dist[] = new int[V];
// Mark all the vertices as not visited
Boolean visited[] = new Boolean[V];
for (int i = 0; i < V; i++)
visited[i] = false;
// Call the recursive helper function to store Topological
// Sort starting from all vertices one by one
for (int i = 0; i < V; i++)
if (visited[i] == false)
topologicalSortUtil(i, visited, stack);
// Initialize distances to all vertices as infinite and
// distance to source as 0
for (int i = 0; i < V; i++)
dist[i] = INF;
dist[s] = 0;
// Process vertices in topological order
while (stack.empty() == false)
{
// Get the next vertex from topological order
int u = (int)stack.pop();
// Update distances of all adjacent vertices
Iterator<AdjListNode> it;
if (dist[u] != INF)
{
it = adj[u].iterator();
while (it.hasNext())
{
AdjListNode i= it.next();
if (dist[i.getV()] > dist[u] + i.getWeight())
dist[i.getV()] = dist[u] + i.getWeight();
}
}
}
// Print the calculated shortest distances
for (int i = 0; i < V; i++)
{
if (dist[i] == INF)
System.out.print( ""INF "");
else
System.out.print( dist[i] + "" "");
}
}
}
// Method to create a new graph instance through an object
// of ShortestPath class.
Graph newGraph(int number)
{
return new Graph(number);
}
public static void main(String args[])
{
// Create a graph given in the above diagram. Here vertex
// numbers are 0, 1, 2, 3, 4, 5 with following mappings:
// 0=r, 1=s, 2=t, 3=x, 4=y, 5=z
ShortestPath t = new ShortestPath();
Graph g = t.newGraph(6);
g.addEdge(0, 1, 5);
g.addEdge(0, 2, 3);
g.addEdge(1, 3, 6);
g.addEdge(1, 2, 2);
g.addEdge(2, 4, 4);
g.addEdge(2, 5, 2);
g.addEdge(2, 3, 7);
g.addEdge(3, 4, -1);
g.addEdge(4, 5, -2);
int s = 1;
System.out.println(""Following are shortest distances ""+
""from source "" + s );
g.shortestPath(s);
}
}
//This code is contributed by Aakash Hasija",
31,Dial,"Below is the complete algorithm  1. Maintains some buckets, numbered 0, 1, 2, ,wV. 2. Bucket k contains all temporarily labeled nodes with a distance equal to k. 3. Nodes in each bucket are represented by a list of vertices. 4. Buckets 0, 1, 2,..wV are checked sequentially until the first non empty bucket is found. Each node contained in the first non empty bucket has the minimum distance label by definition. 5. One by one, these nodes with minimum distance labels are permanently labeled and deleted from the bucket during the scanning process. 6. Thus operations involving vertex include        Checking if a bucket is empty       Adding a vertex to a bucket       Deleting a vertex from a bucket.  7. The position of a temporarily labeled vertex in the buckets is updated accordingly when the distance label of a vertex changes. 8. The process is repeated until all vertices are permanently labeled  or the distances of all vertices are finalized .","import java.util.;
public class Graph {
static final int INF = Integer.MAX_VALUE;
private int V; // No. of vertices
// In a weighted graph, we need to store vertex
// and weight pair for every edge
private ArrayList<ArrayList<Tuple> > adj;
public Graph(int v) // Constructor
{
this.V = v;
this.adj = new ArrayList<ArrayList<Tuple> >();
for (int i = 0; i < v; i++)
this.adj.add(new ArrayList<Tuple>());
}
// function to Add an edge to graph
// Adds edge between u and v of weight w
public void AddEdge(int u, int v, int w)
{
adj.get(u).add(new Tuple(v, w));
adj.get(v).add(new Tuple(u, w));
}
// Prints shortest paths from src to all other vertices.
// W is the maximum weight of an edge
public void shortestPath(int src, int W)
{
/ With each distance, iterator to that vertex in
its bucket is stored so that vertex can be
deleted in O(1) at time of updation. So
dist[i].first = distance of ith vertex from src
vertex dits[i].second = iterator to vertex i in
bucket number */
int[] dist = new int[V];
// Initialize all distances as infinite (INF)
Arrays.fill(dist, INF);
// Create buckets B[].
// B[i] keep vertex of distance label i
ArrayList<Integer>[] B = new ArrayList[W * V + 1];
for (int i = 0; i < W * V + 1; i++)
B[i] = new ArrayList<Integer>();
B[0].add(src);
dist[src] = 0;
int idx = 0;
while (true) {
// Go sequentially through buckets till one
// non-empty bucket is found
while (B[idx].size() == 0 && idx < W * V)
idx++;
// If all buckets are empty, we are done.
if (idx == W * V)
break;
// Take top vertex from bucket and pop it
int u = B[idx].get(0);
B[idx].remove(0);
// Process all adjacents of extracted vertex 'u'
// and update their distances if required.
for (Tuple i : adj.get(u)) {
int v = i.v;
int weight = i.w;
int du = dist[u];
int dv = dist[v];
// If there is shorted path to v through u.
if (dv > du + weight) {
// updating the distance
dist[v] = du + weight;
dv = dist[v];
// pushing vertex v into updated
// distance's bucket
B[dv].add(0, v);
}
}
}
// Print shortest distances stored in dist[]
System.out.println(""Vertex Distance from Source"");
for (int i = 0; i < V; ++i)
System.out.println(i + ""\t\t"" + dist[i]);
}
static class Tuple {
int v, w;
Tuple(int v, int w)
{
this.v = v;
this.w = w;
}
}
public static void main(String[] args)
{
// create the graph given in above figure
int V = 9;
Graph g = new Graph(V);
// making above shown graph
g.AddEdge(0, 1, 4);
g.AddEdge(0, 7, 8);
g.AddEdge(1, 2, 8);
g.AddEdge(1, 7, 11);
g.AddEdge(2, 3, 7);
g.AddEdge(2, 8, 2);
g.AddEdge(2, 5, 4);
g.AddEdge(3, 4, 9);
g.AddEdge(3, 5, 14);
g.AddEdge(4, 5, 10);
g.AddEdge(5, 6, 2);
g.AddEdge(6, 7, 1);
g.AddEdge(6, 8, 6);
g.AddEdge(7, 8, 7);
// maximum weighted edge - 14
g.shortestPath(0, 14);
}
}",
32,Multistage graph,"A Multistage graph is a directed, weighted graph in which the nodes can be divided into a set of stages such that all edges are from a stage to next stage only  In other words there is no edge between vertices of same stage and from a vertex of current stage to previous stage .","// Java program to find shortest distance
// in a multistage graph.
import http://java.io/.;
import java.util.;
class GFG {
static int N = 8;
static int INF = Integer.MAX_VALUE;
// Returns shortest distance from 0 to
// N-1.
public static int shortestDist(int[][] graph)
{
// dist[i] is going to store shortest
// distance from node i to node N-1.
int[] dist = new int[N];
dist[N - 1] = 0;
// Calculating shortest path for
// rest of the nodes
for (int i = N - 2; i >= 0; i--) {
// Initialize distance from i to
// destination (N-1)
dist[i] = INF;
// Check all nodes of next stages
// to find shortest distance from
// i to N-1.
for (int j = i; j < N; j++) {
// Reject if no edge exists
if (graph[i][j] == INF) {
continue;
}
// We apply recursive equation to
// distance to target through j.
// and compare with minimum distance
// so far.
dist[i] = Math.min(dist[i],
graph[i][j] + dist[j]);
}
}
return dist[0];
}
// Driver code
public static void main(String[] args)
{
// Graph stored in the form of an
// adjacency Matrix
int[][] graph = new int[][] {
{ INF, 1, 2, 5, INF, INF, INF, INF },
{ INF, INF, INF, INF, 4, 11, INF, INF },
{ INF, INF, INF, INF, 9, 5, 16, INF },
{ INF, INF, INF, INF, INF, INF, 2, INF },
{ INF, INF, INF, INF, INF, INF, INF, 18 },
{ INF, INF, INF, INF, INF, INF, INF, 13 },
{ INF, INF, INF, INF, INF, INF, INF, 2 }
};
System.out.println(shortestDist(graph));
}
}
// This code has been contributed by 29AjayKumar",
33,Shortest path in an unweighted graph,"Create a queue and add the starting vertex to it.  Create an array to keep track of the distances from the starting vertex to all other vertices. Initialize all distances to infinity except for the starting vertex, which should have a distance of 0.  While the queue is not empty, dequeue the next vertex.  For each neighbor of the dequeued vertex that has not been visited, set its distance to the distance of the dequeued vertex plus 1 and add it to the queue.  Repeat steps 3 4 until the queue is empty.  The distances array now contains the shortest path distances from the starting vertex to all other vertices.","// Java program to find shortest path in an undirected
// graph
import java.util.ArrayList;
import java.util.Iterator;
import java.util.LinkedList;
public class pathUnweighted {
// Driver Program
public static void main(String args[])
{
// No of vertices
int v = 8;
// Adjacency list for storing which vertices are connected
ArrayList<ArrayList<Integer>> adj =
new ArrayList<ArrayList<Integer>>(v);
for (int i = 0; i < v; i++) {
adj.add(new ArrayList<Integer>());
}
// Creating graph given in the above diagram.
// add_edge function takes adjacency list, source
// and destination vertex as argument and forms
// an edge between them.
addEdge(adj, 0, 1);
addEdge(adj, 0, 3);
addEdge(adj, 1, 2);
addEdge(adj, 3, 4);
addEdge(adj, 3, 7);
addEdge(adj, 4, 5);
addEdge(adj, 4, 6);
addEdge(adj, 4, 7);
addEdge(adj, 5, 6);
addEdge(adj, 6, 7);
int source = 0, dest = 7;
printShortestDistance(adj, source, dest, v);
}
// function to form edge between two vertices
// source and dest
private static void addEdge(ArrayList<ArrayList<Integer>> adj, int i, int j)
{
adj.get(i).add(j);
adj.get(j).add(i);
}
// function to print the shortest distance and path
// between source vertex and destination vertex
private static void printShortestDistance(
ArrayList<ArrayList<Integer>> adj,
int s, int dest, int v)
{
// predecessor[i] array stores predecessor of
// i and distance array stores distance of i
// from s
int pred[] = new int[v];
int dist[] = new int[v];
if (BFS(adj, s, dest, v, pred, dist) == false) {
System.out.println(""Given source and destination"" +
""are not connected"");
return;
}
// LinkedList to store path
LinkedList<Integer> path = new LinkedList<Integer>();
int crawl = dest;
path.add(crawl);
while (pred[crawl] != -1) {
path.add(pred[crawl]);
crawl = pred[crawl];
}
// Print distance
System.out.println(""Shortest path length is: "" + dist[dest]);
// Print path
System.out.println(""Path is ::"");
for (int i = path.size() - 1; i >= 0; i--) {
System.out.print(path.get(i) + "" "");
}
}
// a modified version of BFS that stores predecessor
// of each vertex in array pred
// and its distance from source in array dist
private static boolean BFS(ArrayList<ArrayList<Integer>> adj, int src,
int dest, int v, int pred[], int dist[])
{
// a queue to maintain queue of vertices whose
// adjacency list is to be scanned as per normal
// BFS algorithm using LinkedList of Integer type
LinkedList<Integer> queue = new LinkedList<Integer>();
// boolean array visited[] which stores the
// information whether ith vertex is reached
// at least once in the Breadth first search
boolean visited[] = new boolean[v];
// initially all vertices are unvisited
// so v[i] for all i is false
// and as no path is yet constructed
// dist[i] for all i set to infinity
for (int i = 0; i < v; i++) {
visited[i] = false;
dist[i] = Integer.MAX_VALUE;
pred[i] = -1;
}
// now source is first to be visited and
// distance from source to itself should be 0
visited[src] = true;
dist[src] = 0;
queue.add(src);
// bfs Algorithm
while (!queue.isEmpty()) {
int u = queue.remove();
for (int i = 0; i < adj.get(u).size(); i++) {
if (visited[adj.get(u).get(i)] == false) {
visited[adj.get(u).get(i)] = true;
dist[adj.get(u).get(i)] = dist[u] + 1;
pred[adj.get(u).get(i)] = u;
queue.add(adj.get(u).get(i));
// stopping condition (when we find
// our destination)
if (adj.get(u).get(i) == dest)
return true;
}
}
}
return false;
}
}
// This code is contributed by Sahil Vaid",
34,Karp’s minimum mean (or average) weight cycle algorithm,"Step 2  Compute the shortest path to all other vertices on a path consisting of k edges 0    k    V where V is number of vertices. This is a simple dp problem which can be computed by the recursive solution dp k  v    min dp k  v , dp k 1  u    weight u,v  where v is the destination and the edge u,v  should belong to E Step 3  For each vertex calculate max dp n  v  dp k  v    n k  where 0  k  n 1 Step 4  The minimum of the values calculated above is the required answer.","// Java program to find minimum average
// weight of a cycle in connected and
// directed graph.
import http://java.io/.;
import java.util.;
class GFG
{
static int V = 4;
// a struct to represent edges
static class Edge
{
int from, weight;
Edge(int from, int weight)
{
this.from = from;
this.weight = weight;
}
}
// vector to store edges
//@SuppressWarnings(""unchecked"")
static Vector<Edge>[] edges = new Vector[V];
static
{
for (int i = 0; i < V; i++)
edges[i] = new Vector<>();
}
static void addedge(int u, int v, int w)
{
edges[v].add(new Edge(u, w));
}
// calculates the shortest path
static void shortestpath(int[][] dp)
{
// initializing all distances as -1
for (int i = 0; i <= V; i++)
for (int j = 0; j < V; j++)
dp[i][j] = -1;
// shortest distance from first vertex
// to in itself consisting of 0 edges
dp[0][0] = 0;
// filling up the dp table
for (int i = 1; i <= V; i++)
{
for (int j = 0; j < V; j++)
{
for (int k = 0; k < edges[j].size(); k++)
{
if (dp[i - 1][edges[j].elementAt(k).from] != -1)
{
int curr_wt = dp[i - 1][edges[j].elementAt(k).from] +
edges[j].elementAt(k).weight;
if (dp[i][j] == -1)
dp[i][j] = curr_wt;
else
dp[i][j] = Math.min(dp[i][j], curr_wt);
}
}
}
}
}
// Returns minimum value of average weight
// of a cycle in graph.
static double minAvgWeight()
{
int[][] dp = new int[V + 1][V];
shortestpath(dp);
// array to store the avg values
double[] avg = new double[V];
for (int i = 0; i < V; i++)
avg[i] = -1;
// Compute average values for all vertices using
// weights of shortest paths store in dp.
for (int i = 0; i < V; i++)
{
if (dp[V][i] != -1)
{
for (int j = 0; j < V; j++)
if (dp[j][i] != -1)
avg[i] = Math.max(avg[i],
((double) dp[V][i] -
dp[j][i]) / (V - j));
}
}
// Find minimum value in avg[]
double result = avg[0];
for (int i = 0; i < V; i++)
if (avg[i] != -1 && avg[i] < result)
result = avg[i];
return result;
}
// Driver Code
public static void main(String[] args)
{
addedge(0, 1, 1);
addedge(0, 2, 10);
addedge(1, 2, 3);
addedge(2, 3, 2);
addedge(3, 1, 0);
addedge(3, 0, 8);
System.out.printf(""%.5f"", minAvgWeight());
}
}
// This code is contributed by
// sanjeev2552",
35,0-1 BFS (Shortest Path in a Binary Weight Graph),"In normal BFS of a graph, all edges have equal weight but in 0 1 BFS some edges may have 0 weight and some may have 1 weight. In this, we will not use a bool array to mark visited nodes but at each step, we will check for the optimal distance condition. We use a double endedhttps   www.geeksforgeeks.org deque set 1 introduction applications to store the node. While performing BFS if an edge having weight   0 is found node is pushed at front of the double ended queue and if an edge having weight   1 is found, it is pushed to the back of the double ended queue.The approach is similar to Dijkstra that if the shortest distance to the node is relaxed by the previous node then only it will be pushed into the queue. The above idea works in all cases, when pop a vertex  like Dijkstra , it is the minimum weight vertex among the remaining vertices. If there is a 0 weight vertex adjacent to it, then this adjacent has the same distance. If there is a 1 weight adjacent, then this adjacent has maximum distance among all vertices in the dequeue  because all other vertices are either adjacent to the currently popped vertex or adjacent to previously popped vertices .","// Java Program to implement 0-1 BFS
import java.util.ArrayDeque;
import java.util.ArrayList;
import java.util.Deque;
public class ZeroOneBFS {
private static class Node {
int to; // the ending vertex
int weight; // the weight of the edge
public Node(int to, int wt) {
http://this.to/ = to;
this.weight = wt;
}
}
private static final int numVertex = 9;
private ArrayList<Node>[] edges = new ArrayList[numVertex];
public ZeroOneBFS() {
for (int i = 0; i < edges.length; i++) {
edges[i] = new ArrayList<Node>();
}
}
public void addEdge(int u, int v, int wt) {
edges[u].add(edges[u].size(), new Node(v, wt));
edges[v].add(edges[v].size(), new Node(u, wt));
}
public void zeroOneBFS(int src) {
// initialize distances from given source
int[] dist = new int[numVertex];
for (int i = 0; i < numVertex; i++) {
dist[i] = Integer.MAX_VALUE;
}
// double ended queue to do BFS
Deque<Integer> queue = new ArrayDeque<Integer>();
dist[src] = 0;
queue.addLast(src);
while (!queue.isEmpty()) {
int v = queue.removeFirst();
for (int i = 0; i < edges[v].size(); i++) {
// checking for optimal distance
if (dist[edges[v].get(i).to] >
dist[v] + edges[v].get(i).weight) {
// update the distance
dist[edges[v].get(i).to] =
dist[v] + edges[v].get(i).weight;
// put 0 weight edges to front and 1
// weight edges to back so that vertices
// are processed in increasing order of weight
if (edges[v].get(i).weight == 0) {
queue.addFirst(edges[v].get(i).to);
} else {
queue.addLast(edges[v].get(i).to);
}
}
}
}
for (int i = 0; i < dist.length; i++) {
System.out.print(dist[i] + "" "");
}
}
public static void main(String[] args) {
ZeroOneBFS graph = new ZeroOneBFS();
graph.addEdge(0, 1, 0);
graph.addEdge(0, 7, 1);
graph.addEdge(1, 7, 1);
graph.addEdge(1, 2, 1);
graph.addEdge(2, 3, 0);
graph.addEdge(2, 5, 0);
graph.addEdge(2, 8, 1);
graph.addEdge(3, 4, 1);
graph.addEdge(3, 5, 1);
graph.addEdge(4, 5, 1);
graph.addEdge(5, 6, 1);
graph.addEdge(6, 7, 1);
graph.addEdge(7, 8, 1);
int src = 0;//source node
graph.zeroOneBFS(src);
return;
}
}",
36,add, Adds two integers and returns their sum. 2.,"public int add(int a, int b) {
return a + b;
}",
37,even,"Returns true if the number is even, false otherwise.","public boolean isEven(int number) {
return number % 2 == 0;
}",
38,max,Returns the larger of two integers.,"public int max(int a, int b) {
return (a > b) ? a : b;
}",
39,factorial,Recursively calculates the factorial of a number.,"public int factorial(int n) {
if (n <= 1) return 1;
return n * factorial(n - 1);
}",
40,prime,Determines if a number is prime.,"public boolean isPrime(int n) {
if (n <= 1) return false;
for (int i = 2; i < n; i++) {
if (n % i == 0) return false;
}
return true;
}",
41,celsius,Converts Celsius to Fahrenheit,"public double celsiusToFahrenheit(double celsius) {
return (celsius * 9 / 5) + 32;
}",
42,area of circle,Computes the area of a circle given its radius.,"public double areaOfCircle(double radius) {
final double PI = 3.14159;
return PI * radius * radius;
}",
43,reverse string,Reverses a string and returns the new string.,"public String reverseString(String str) {
return new StringBuilder(str).reverse().toString();
}",
44,leap year,Checks if a year is a leap year.,"public boolean isLeapYear(int year) {
return (year % 4 == 0 && year % 100 != 0) || (year % 400 == 0);
}",
45,gdc,Finds the greatest common divisor of two numbers using recursion.,"public int gcd(int a, int b) {
if (b == 0) return a;
return gcd(b, a % b);
}",
46,binary to decimal,converts binary to decimal.,"public int binaryToDecimal(int binary) {
int decimal = 0, base = 1;
while (binary > 0) {
int last_digit = binary % 10;
binary /= 10;
decimal += last_digit * base;
base *= 2;
}
return decimal;
}",
47,count digits,Counts the number of digits in an integer.,"public int countDigits(int number) {
int count = 0;
while (number != 0) {
number /= 10;
++count;
}
return count;
}",
48,fibonacci,Prints the first n numbers of the Fibonacci series.,"public void fibonacci(int n) {
int a = 0, b = 1, next;
for (int i = 0; i < n; i++) {
System.out.print(a + "" "");
next = a + b;
a = b;
b = next;
}
}",
49,palindrome,Checks if a number is a palindrome.,"public boolean isPalindrome(int number) {
int reversed = 0, original = number;
while (number != 0) {
reversed = reversed * 10 + number % 10;
number /= 10;
}
return original == reversed;
}",
50,power,Computes the power of a number  base raised to the exp .,"public int power(int base, int exp) {
int result = 1;
for (int i = 0; i < exp; i++) {
result *= base;
}
return result;
}",
